É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/12/01 14:39:55

,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™
2018/1/28,4.2,8,1,2.2,8,1,5.6,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.7,8,1,3.3,8,êºìÏêº,8,1,6.4,8,1,1017.1,8,1,77,8,1,62,8,1,10.0,8,1,2.60,8,1,5.8,8,êº,8,1,ìÏêº,8,1,1019.0,8,1,1016.7,0,8,1
2018/1/29,3.8,8,1,2.5,8,1,5.5,8,1,0.0,0,8,1,1.7,0,8,1,0,1,8,1,0,1,8,1,4.2,8,1,8.0,8,ñkñkêº,8,1,4.8,8,1,1017.5,8,1,60,8,1,43,8,1,9.5,8,1,6.32,8,1,12.1,8,ñk,8,1,ñkñkêº,8,1,1019.4,8,1,1016.8,0,8,1
2018/1/30,3.0,8,1,1.0,8,1,6.2,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,0,1,8,1,3.5,8,1,7.9,8,ñkêº,8,1,3.9,8,1,1022.6,8,1,52,8,1,36,8,1,6.5,8,1,9.81,8,1,11.8,8,ñkêº,8,1,ñkêº,8,1,1024.5,8,1,1020.4,0,8,1
2018/1/31,4.1,8,1,-0.4,8,1,9.1,8,1,0,1,8,1,4.8,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.3,8,ñkñkêº,8,1,4.9,8,1,1024.3,8,1,60,8,1,41,8,1,7.0,8,1,10.34,8,1,6.3,8,ñk,8,1,ìÏìå,8,1,1026.2,8,1,1023.8,0,8,1
2018/2/1,5.9,8,1,4.0,8,1,9.3,8,1,0.0,0,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,7.6,8,ñk,8,1,6.5,8,1,1022.7,8,1,71,8,1,52,8,1,7.0,8,1,9.71,8,1,10.5,8,ñkñkìå,8,1,ìÏìå,8,1,1024.6,8,1,1023.0,0,8,1
2018/2/2,5.1,8,1,2.5,8,1,7.1,8,1,3.0,0,8,1,0.6,0,8,1,0,1,8,1,0,1,8,1,1.2,8,1,2.9,8,ìÏìå,8,1,7.5,8,1,1022.4,8,1,85,8,1,65,8,1,8.3,8,1,3.57,8,1,6.0,8,êºìÏêº,8,1,ìÏìÏêº,8,1,1024.3,8,1,1023.0,0,8,1
2018/2/3,4.7,8,1,3.3,8,1,8.1,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,5.9,8,êºñkêº,8,1,4.9,8,1,1021.0,8,1,57,8,1,36,8,1,9.0,8,1,7.48,8,1,10.8,8,êºñkêº,8,1,êº,8,1,1022.9,8,1,1022.2,0,8,1
2018/2/4,1.3,8,1,-0.2,8,1,3.7,8,1,1.0,0,8,1,3.0,0,8,1,1,0,8,1,1,0,8,1,4.4,8,1,7.6,8,ñkêº,8,1,3.5,8,1,1022.1,8,1,53,8,1,40,8,1,9.5,8,1,8.81,8,1,14.1,8,êº,8,1,êºñkêº,8,1,1024.0,8,1,1023.1,0,8,1
2018/2/5,1.0,8,1,-0.5,8,1,3.1,8,1,0.0,0,8,1,3.9,0,8,1,0,0,8,1,0,1,8,1,5.7,8,1,9.8,8,ñkêº,8,1,3.3,8,1,1022.0,8,1,51,8,1,34,8,1,9.5,8,1,10.09,8,1,15.8,8,ñkñkêº,8,1,ñkêº,8,1,1023.9,8,1,1022.2,0,8,1
2018/2/6,0.5,8,1,-1.8,8,1,2.3,8,1,0.0,0,8,1,1.5,0,8,1,0,0,8,1,0,1,8,1,4.6,8,1,7.5,8,ñkêº,8,1,3.5,8,1,1020.5,8,1,56,8,1,39,8,1,9.3,8,1,6.50,8,1,15.6,8,ñkêº,8,1,êºñkêº,8,1,1022.4,8,1,1021.1,0,8,1
2018/2/7,1.7,8,1,-0.7,8,1,5.1,8,1,0.0,0,8,1,7.2,0,8,1,0,1,8,1,0,1,8,1,3.3,8,1,6.7,8,ñkêº,8,1,3.4,8,1,1022.1,8,1,50,8,1,34,8,1,7.0,8,1,14.73,8,1,11.2,8,êºñkêº,8,1,ñkêº,8,1,1024.0,8,1,1023.1,0,8,1
2018/2/8,2.7,8,1,-1.3,8,1,8.6,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,4.2,8,ñk,8,1,4.3,8,1,1022.0,8,1,58,8,1,38,8,1,1.8,8,1,15.59,8,1,6.1,8,ìÏìå,8,1,ìÏìå,8,1,1023.9,8,1,1022.5,0,8,1
2018/2/9,8.0,8,1,1.4,8,1,14.6,8,1,0,1,8,1,3.9,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.0,8,ìÏìå,8,1,5.3,8,1,1021.4,8,1,50,8,1,34,8,1,7.0,8,1,10.50,8,1,8.7,8,ìÏêº,8,1,ìÏìå,8,1,1023.2,8,1,1020.8,0,8,1
2018/2/10,7.2,8,1,4.8,8,1,9.2,8,1,13.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,5.1,8,ñkñkêº,8,1,9.3,8,1,1016.8,8,1,91,8,1,62,8,1,8.3,8,1,1.31,8,1,8.3,8,ñkñkêº,8,1,ñkñkêº,8,1,1018.6,8,1,1016.2,0,8,1
2018/2/11,3.5,8,1,0.5,8,1,6.8,8,1,5.5,0,8,1,2.9,0,8,1,3,0,8,1,3,0,8,1,4.7,8,1,8.7,8,ñkêº,8,1,4.5,8,1,1019.9,8,1,58,8,1,30,8,1,9.0,8,1,8.79,8,1,14.7,8,ñkñkêº,8,1,ñkêº,8,1,1021.8,8,1,1018.2,0,8,1
2018/2/12,3.0,8,1,0.8,8,1,5.2,8,1,0.5,0,8,1,1.4,0,8,1,3,0,8,1,0,1,8,1,4.7,8,1,7.6,8,êºñkêº,8,1,4.5,8,1,1020.0,8,1,59,8,1,47,8,1,9.8,8,1,7.49,8,1,15.5,8,êºñkêº,8,1,êºñkêº,8,1,1021.9,8,1,1019.9,0,8,1
2018/2/13,3.9,8,1,1.0,8,1,6.9,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,0,1,8,1,3.7,8,1,8.4,8,ñkêº,8,1,4.4,8,1,1022.7,8,1,55,8,1,42,8,1,6.8,8,1,10.10,8,1,14.0,8,êºñkêº,8,1,êºñkêº,8,1,1024.6,8,1,1022.3,0,8,1
2018/2/14,8.2,8,1,0.7,8,1,14.3,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,0,1,8,1,3.4,8,1,6.8,8,ìÏ,8,1,6.8,8,1,1019.5,8,1,62,8,1,46,8,1,4.8,8,1,16.69,8,1,12.0,8,ìÏìÏêº,8,1,ìÏ,8,1,1021.4,8,1,1018.2,0,8,1
2018/2/15,8.9,8,1,4.9,8,1,12.0,8,1,11.0,0,8,1,0.7,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,3.5,8,ñk,8,1,9.9,8,1,1016.4,8,1,88,8,1,61,8,1,7.5,8,1,3.15,8,1,5.9,8,ìÏìÏêº,8,1,ñk,8,1,1018.3,8,1,1017.0,0,8,1
2018/2/16,6.8,8,1,3.7,8,1,10.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.2,8,1,4.0,8,ìÏìå,8,1,7.9,8,1,1014.1,8,1,81,8,1,53,8,1,9.0,8,1,4.57,8,1,6.3,8,ìÏìå,8,1,ìÏìå,8,1,1015.9,8,1,1013.7,0,8,1
2018/2/17,6.9,8,1,3.2,8,1,10.3,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,0,1,8,1,3.3,8,1,6.9,8,ñkêº,8,1,4.8,8,1,1018.9,8,1,49,8,1,28,8,1,1.5,8,1,18.34,8,1,10.8,8,ñkêº,8,1,ñkñkêº,8,1,1020.8,8,1,1015.3,0,8,1
2018/2/18,7.0,8,1,2.1,8,1,12.1,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.0,8,ñk,8,1,5.2,8,1,1021.6,8,1,52,8,1,35,8,1,8.3,8,1,17.00,8,1,7.3,8,ñk,8,1,ñk,8,1,1023.4,8,1,1021.6,0,8,1
2018/2/19,8.6,8,1,6.6,8,1,10.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.5,8,ñk,8,1,7.2,8,1,1019.4,8,1,65,8,1,55,8,1,10.0,8,1,5.46,8,1,7.8,8,ñk,8,1,ñk,8,1,1021.2,8,1,1018.1,0,8,1
2018/2/20,8.7,8,1,3.3,8,1,13.8,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.5,8,ñk,8,1,6.5,8,1,1018.3,8,1,60,8,1,42,8,1,3.5,8,1,17.67,8,1,9.0,8,ñkñkêº,8,1,ñkñkêº,8,1,1020.1,8,1,1018.5,0,8,1
2018/2/21,8.9,8,1,6.7,8,1,11.7,8,1,0.0,0,8,1,3.4,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,6.9,8,ñk,8,1,6.3,8,1,1017.9,8,1,56,8,1,42,8,1,8.3,8,1,10.91,8,1,10.3,8,ñkñkìå,8,1,ñk,8,1,1019.7,8,1,1018.1,0,8,1
2018/2/22,7.1,8,1,4.5,8,1,11.6,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,6.0,8,ñkñkêº,8,1,5.9,8,1,1019.5,8,1,59,8,1,42,8,1,7.8,8,1,14.46,8,1,8.6,8,ñk,8,1,ìÏìÏìå,8,1,1021.4,8,1,1019.7,0,8,1
2018/2/23,7.1,8,1,2.1,8,1,12.7,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.9,8,ñkñkêº,8,1,5.9,8,1,1022.6,8,1,60,8,1,42,8,1,0.3,8,1,16.09,8,1,9.5,8,ñkñkêº,8,1,ìÏìÏìå,8,1,1024.5,8,1,1022.2,0,8,1
2018/2/24,9.3,8,1,3.7,8,1,16.8,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.2,8,ñk,8,1,6.6,8,1,1024.9,8,1,56,8,1,29,8,1,4.8,8,1,16.32,8,1,7.1,8,ñkñkêº,8,1,ìÏìå,8,1,1026.8,8,1,1025.1,0,8,1
2018/2/25,8.6,8,1,7.1,8,1,9.9,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.1,8,1,3.1,8,ìÏìå,8,1,9.0,8,1,1021.1,8,1,80,8,1,66,8,1,10.0,8,1,5.29,8,1,4.6,8,ìÏìå,8,1,ñkñkêº,8,1,1023.0,8,1,1021.0,0,8,1
2018/2/26,9.0,8,1,4.8,8,1,14.7,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,7.4,8,ñk,8,1,8.3,8,1,1021.3,8,1,74,8,1,48,8,1,2.3,8,1,18.60,8,1,10.0,8,ñkñkìå,8,1,ñk,8,1,1023.2,8,1,1021.2,0,8,1
2018/2/27,8.9,8,1,3.2,8,1,15.1,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,0,1,8,1,1.7,8,1,5.4,8,ñk,8,1,6.4,8,1,1022.0,8,1,58,8,1,27,8,1,1.3,8,1,19.25,8,1,6.9,8,ñk,8,1,ñk,8,1,1023.9,8,1,1022.2,0,8,1
2018/2/28,11.3,8,1,6.5,8,1,15.6,8,1,21.0,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,3.5,8,1,10.4,8,ìÏìÏìå,8,1,9.8,8,1,1007.8,8,1,72,8,1,54,8,1,7.5,8,1,3.05,8,1,21.6,8,ìÏ,8,1,ìÏìå,8,1,1009.6,8,1,997.5,0,8,1
2018/3/1,10.4,8,1,7.4,8,1,14.6,8,1,0.5,0,8,1,3.1,0,8,1,0,1,8,1,0,1,8,1,5.3,8,1,10.2,8,êº,8,1,7.8,8,1,1007.3,8,1,61,8,1,44,8,1,8.5,8,1,9.93,8,1,21.3,8,êºìÏêº,8,1,êºìÏêº,8,1,1009.1,8,1,998.4,0,8,1
2018/3/2,8.4,8,1,4.3,8,1,13.5,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,4.5,8,ñk,8,1,6.8,8,1,1015.0,8,1,62,8,1,46,8,1,6.0,8,1,19.03,8,1,6.0,8,ñk,8,1,ñk,8,1,1016.8,8,1,1015.0,0,8,1
2018/3/3,9.7,8,1,6.0,8,1,13.1,8,1,1.0,0,8,1,1.7,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,9.1,8,ìÏìå,8,1,8.2,8,1,1014.1,8,1,69,8,1,40,8,1,6.8,8,1,4.96,8,1,16.0,8,ìÏìå,8,1,ìÏìå,8,1,1015.9,8,1,1012.5,0,8,1
2018/3/4,14.8,8,1,7.4,8,1,21.0,8,1,0.0,0,8,1,10.7,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,6.4,8,ìÏìå,8,1,12.2,8,1,1012.9,8,1,73,8,1,50,8,1,5.0,8,1,20.39,8,1,12.8,8,ìÏìå,8,1,ñk,8,1,1014.7,8,1,1008.9,0,8,1
2018/3/5,12.4,8,1,8.5,8,1,19.5,8,1,25.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,5.3,8,1,9.9,8,ñk,8,1,13.2,8,1,1010.2,8,1,88,8,1,69,8,1,10.0,8,1,1.44,8,1,16.3,8,ñk,8,1,ñk,8,1,1012.0,8,1,1004.1,0,8,1
2018/3/6,9.5,8,1,7.3,8,1,13.7,8,1,0.0,0,8,1,8.1,0,8,1,0,1,8,1,0,1,8,1,5.8,8,1,10.8,8,ñk,8,1,7.6,8,1,1023.6,8,1,64,8,1,48,8,1,5.0,8,1,19.72,8,1,16.0,8,ñk,8,1,ñk,8,1,1025.5,8,1,1019.9,0,8,1
2018/3/7,10.5,8,1,5.9,8,1,15.6,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,4.7,8,ñk,8,1,7.8,8,1,1022.6,8,1,62,8,1,47,8,1,10.0,8,1,12.56,8,1,6.7,8,ñkìå,8,1,ìÏìå,8,1,1024.4,8,1,1018.3,0,8,1
2018/3/8,10.8,8,1,7.9,8,1,14.4,8,1,23.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,4.5,8,1,9.4,8,ñk,8,1,12.0,8,1,1010.0,8,1,92,8,1,69,8,1,10.0,8,1,1.53,8,1,15.4,8,ñk,8,1,ñk,8,1,1011.8,8,1,1006.4,0,8,1
2018/3/9,7.2,8,1,5.7,8,1,8.4,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,6.7,8,1,10.9,8,ñk,8,1,7.1,8,1,1019.3,8,1,69,8,1,56,8,1,10.0,8,1,5.24,8,1,17.7,8,ñk,8,1,ñkñkìå,8,1,1021.2,8,1,1015.9,0,8,1
2018/3/10,8.1,8,1,4.9,8,1,12.3,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.5,8,ñk,8,1,6.2,8,1,1022.6,8,1,58,8,1,43,8,1,3.0,8,1,22.01,8,1,7.3,8,ñk,8,1,ñkñkêº,8,1,1024.5,8,1,1023.0,0,8,1
2018/3/11,9.9,8,1,5.1,8,1,15.8,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,6.0,8,ñk,8,1,7.8,8,1,1023.0,8,1,65,8,1,43,8,1,0.0,8,1,21.45,8,1,8.0,8,ñk,8,1,ìÏìå,8,1,1024.8,8,1,1023.4,0,8,1
2018/3/12,10.9,8,1,5.1,8,1,16.8,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,4.4,8,ñk,8,1,7.8,8,1,1022.2,8,1,60,8,1,34,8,1,8.0,8,1,16.36,8,1,5.6,8,ñkñkêº,8,1,ìÏìÏìå,8,1,1024.1,8,1,1022.5,0,8,1
2018/3/13,14.5,8,1,8.4,8,1,21.8,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.5,8,ñkñkêº,8,1,11.0,8,1,1020.2,8,1,67,8,1,41,8,1,1.5,8,1,18.15,8,1,8.9,8,ñkêº,8,1,ìÏìå,8,1,1022.0,8,1,1020.5,0,8,1
2018/3/14,16.5,8,1,11.3,8,1,23.0,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,4.8,8,ñkñkêº,8,1,12.3,8,1,1020.3,8,1,67,8,1,44,8,1,0.8,8,1,21.51,8,1,6.8,8,ñkêº,8,1,ìÏìå,8,1,1022.1,8,1,1020.7,0,8,1
2018/3/15,17.0,8,1,13.8,8,1,19.9,8,1,8.0,0,8,1,1.2,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,8.1,8,ìÏìå,8,1,12.8,8,1,1015.2,8,1,67,8,1,43,8,1,7.8,8,1,5.02,8,1,12.3,8,ìÏìå,8,1,ìÏìå,8,1,1017.0,8,1,1013.4,0,8,1
2018/3/16,9.6,8,1,6.0,8,1,15.9,8,1,32.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,6.5,8,1,10.2,8,ñkñkìå,8,1,9.7,8,1,1018.0,8,1,79,8,1,56,8,1,10.0,8,1,2.23,8,1,17.8,8,ñk,8,1,ñkñkìå,8,1,1019.8,8,1,1012.7,0,8,1
2018/3/17,9.0,8,1,4.6,8,1,15.1,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,5.6,8,ñkñkêº,8,1,6.6,8,1,1024.5,8,1,58,8,1,21,8,1,0.3,8,1,23.39,8,1,8.3,8,ñk,8,1,ñkìå,8,1,1026.3,8,1,1023.7,0,8,1
2018/3/18,13.2,8,1,7.8,8,1,19.0,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.2,8,ñk,8,1,9.3,8,1,1019.9,8,1,60,8,1,45,8,1,7.5,8,1,12.67,8,1,6.4,8,ìÏìå,8,1,ìÏìå,8,1,1021.7,8,1,1017.8,0,8,1
2018/3/19,15.0,8,1,11.0,8,1,17.6,8,1,8.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,3.6,8,1,9.6,8,ñk,8,1,15.3,8,1,1010.0,8,1,89,8,1,68,8,1,10.0,8,1,3.34,8,1,14.5,8,ñk,8,1,ìÏìå,8,1,1011.8,8,1,1007.2,0,8,1
2018/3/20,9.1,8,1,6.7,8,1,11.0,8,1,13.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,5.6,8,1,8.7,8,ñkñkìå,8,1,10.1,8,1,1014.0,8,1,87,8,1,75,8,1,10.0,8,1,1.73,8,1,14.5,8,ñk,8,1,ñkñkìå,8,1,1015.8,8,1,1013.4,0,8,1
2018/3/21,7.6,8,1,6.4,8,1,8.8,8,1,27.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,4.2,8,1,10.8,8,ñkñkêº,8,1,9.8,8,1,1004.8,8,1,93,8,1,85,8,1,10.0,8,1,2.71,8,1,18.6,8,ñkñkêº,8,1,ñkñkìå,8,1,1006.6,8,1,1002.9,0,8,1
2018/3/22,7.7,8,1,4.0,8,1,10.9,8,1,6.0,0,8,1,1.6,0,8,1,0,1,8,1,0,1,8,1,5.4,8,1,10.1,8,ñkñkêº,8,1,8.1,8,1,1010.3,8,1,77,8,1,57,8,1,7.5,8,1,6.90,8,1,19.4,8,ñk,8,1,ñkñkêº,8,1,1012.2,8,1,1007.1,0,8,1
2018/3/23,9.2,8,1,3.0,8,1,16.3,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.1,8,ñkêº,8,1,7.7,8,1,1017.1,8,1,68,8,1,43,8,1,0.3,8,1,23.24,8,1,9.6,8,ñkñkêº,8,1,ìÏìÏìå,8,1,1019.0,8,1,1016.3,0,8,1
2018/3/24,11.5,8,1,6.0,8,1,18.3,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,6.0,8,ñkêº,8,1,7.9,8,1,1020.7,8,1,60,8,1,33,8,1,0.5,8,1,23.17,8,1,9.3,8,êºñkêº,8,1,ìÏìå,8,1,1022.6,8,1,1021.5,0,8,1
2018/3/25,13.1,8,1,8.3,8,1,20.0,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.3,8,ñkêº,8,1,9.5,8,1,1022.9,8,1,64,8,1,44,8,1,0.8,8,1,21.05,8,1,9.6,8,ñkêº,8,1,ìÏìå,8,1,1024.7,8,1,1023.7,0,8,1
2018/3/26,14.3,8,1,9.5,8,1,20.1,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.7,8,ñkêº,8,1,9.0,8,1,1020.4,8,1,57,8,1,30,8,1,4.0,8,1,23.00,8,1,9.8,8,ñkêº,8,1,ìÏìÏìå,8,1,1022.2,8,1,1020.1,0,8,1
2018/3/27,15.3,8,1,10.0,8,1,21.4,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.5,8,ñkñkêº,8,1,10.0,8,1,1017.9,8,1,58,8,1,30,8,1,2.5,8,1,22.43,8,1,8.0,8,ñkñkêº,8,1,ìÏìÏìå,8,1,1019.7,8,1,1018.0,0,8,1
2018/3/28,15.8,8,1,10.6,8,1,21.4,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.7,8,ñkêº,8,1,11.4,8,1,1016.9,8,1,64,8,1,37,8,1,0.0,8,1,23.30,8,1,8.2,8,ñkêº,8,1,ìÏìÏìå,8,1,1018.7,8,1,1017.1,0,8,1
2018/3/29,16.2,8,1,12.0,8,1,21.5,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.0,8,ñkñkêº,8,1,13.2,8,1,1018.1,8,1,71,8,1,56,8,1,4.0,8,1,22.17,8,1,8.6,8,ñkñkêº,8,1,ñkñkêº,8,1,1019.9,8,1,1018.6,0,8,1
2018/3/30,15.7,8,1,12.8,8,1,21.1,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,6.8,8,ñk,8,1,12.6,8,1,1020.4,8,1,71,8,1,52,8,1,4.5,8,1,22.60,8,1,11.5,8,ñk,8,1,ñk,8,1,1022.2,8,1,1020.9,0,8,1
2018/3/31,15.9,8,1,9.8,8,1,21.8,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,5.2,8,ñk,8,1,10.0,8,1,1019.0,8,1,56,8,1,33,8,1,1.0,8,1,22.56,8,1,6.9,8,ñkñkìå,8,1,ñk,8,1,1020.8,8,1,1019.0,0,8,1
2018/4/1,18.4,8,1,14.1,8,1,23.6,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,6.0,8,ñkñkêº,8,1,13.6,8,1,1016.8,8,1,65,8,1,48,8,1,4.0,8,1,19.82,8,1,7.7,8,ñkñkêº,8,1,ìÏìå,8,1,1018.6,8,1,1016.9,0,8,1
2018/4/2,19.3,8,1,15.1,8,1,24.8,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.6,8,ñkñkêº,8,1,14.1,8,1,1016.0,8,1,64,8,1,39,8,1,1.3,8,1,20.93,8,1,8.3,8,ñkñkêº,8,1,ìÏìå,8,1,1017.8,8,1,1016.4,0,8,1
2018/4/3,20.2,8,1,15.7,8,1,25.5,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.8,8,ñkñkêº,8,1,15.3,8,1,1017.1,8,1,66,8,1,49,8,1,0.8,8,1,23.39,8,1,7.9,8,ñkêº,8,1,ìÏìå,8,1,1018.8,8,1,1017.5,0,8,1
2018/4/4,17.8,8,1,14.1,8,1,24.3,8,1,0.0,0,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,8.7,8,ñk,8,1,15.1,8,1,1016.3,8,1,75,8,1,50,8,1,6.3,8,1,9.72,8,1,13.0,8,ñk,8,1,ìÏìå,8,1,1018.1,8,1,1016.4,0,8,1
2018/4/5,16.5,8,1,13.9,8,1,20.7,8,1,2.5,0,8,1,5.7,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.1,8,ñk,8,1,15.3,8,1,1014.7,8,1,82,8,1,66,8,1,9.5,8,1,17.44,8,1,7.1,8,ñk,8,1,ñk,8,1,1016.5,8,1,1011.6,0,8,1
2018/4/6,15.2,8,1,10.4,8,1,19.7,8,1,15.5,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,4.1,8,1,7.7,8,ñkñkêº,8,1,13.9,8,1,1007.9,8,1,78,8,1,43,8,1,9.3,8,1,2.65,8,1,16.7,8,êºìÏêº,8,1,ìÏìÏìå,8,1,1009.7,8,1,1004.4,0,8,1
2018/4/7,8.9,8,1,6.8,8,1,10.6,8,1,0.5,0,8,1,1.6,0,8,1,0,1,8,1,0,1,8,1,5.3,8,1,7.7,8,êºñkêº,8,1,5.4,8,1,1013.5,8,1,48,8,1,33,8,1,8.0,8,1,8.56,8,1,16.0,8,êº,8,1,êº,8,1,1015.3,8,1,1013.0,0,8,1
2018/4/8,11.5,8,1,8.1,8,1,15.6,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,0,1,8,1,3.6,8,1,5.7,8,ñkêº,8,1,5.6,8,1,1017.6,8,1,41,8,1,30,8,1,2.3,8,1,22.47,8,1,11.5,8,êºñkêº,8,1,êºñkêº,8,1,1019.4,8,1,1018.3,0,8,1
2018/4/9,16.0,8,1,12.1,8,1,22.1,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,3.3,8,1,6.7,8,ñkêº,8,1,11.3,8,1,1016.9,8,1,63,8,1,39,8,1,2.8,8,1,22.14,8,1,12.6,8,êºìÏêº,8,1,ìÏìÏêº,8,1,1018.7,8,1,1017.3,0,8,1
2018/4/10,18.7,8,1,12.9,8,1,24.0,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,0,1,8,1,3.4,8,1,6.3,8,ìÏ,8,1,11.9,8,1,1016.3,8,1,58,8,1,30,8,1,1.0,8,1,24.77,8,1,13.9,8,ìÏ,8,1,ìÏìÏêº,8,1,1018.1,8,1,1013.9,0,8,1
2018/4/11,20.5,8,1,16.8,8,1,24.4,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,5.4,8,ìÏêº,8,1,16.4,8,1,1010.1,8,1,68,8,1,40,8,1,10.0,8,1,10.24,8,1,11.0,8,ìÏìå,8,1,ìÏ,8,1,1011.9,8,1,1009.8,0,8,1
